SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,August-8-2025,Single Family Residential,230 155th Pl SE,Bothell,WA,98012,1575000,4,2.5,Martha Lake,3649,10890,2016,,432,,Sold,,,https://www.redfin.com/WA/Bothell/230-155th-Pl-SE-98012/home/112750140,NWMLS as Distributed by MLS Grid,2403583,N,Y,47.8571115,-122.2283341
PAST SALE,May-6-2025,Single Family Residential,18525 41st Dr SE,Bothell,WA,98012,1225000,4,3.0,Bothell,2838,3485,2008,,432,50,Sold,,,https://www.redfin.com/WA/Bothell/18525-41st-Dr-SE-98012/home/21500950,NWMLS as Distributed by MLS Grid,2345946,N,Y,47.829221,-122.1767498
PAST SALE,April-29-2025,Single Family Residential,3317 197th Pl SE,Bothell,WA,98012,1050000,3,3.0,Bothell,2682,11761,1977,,391,,Sold,,,https://www.redfin.com/WA/Bothell/3317-197th-Pl-SE-98012/home/2690293,NWMLS as Distributed by MLS Grid,2347611,N,Y,47.818812,-122.188009
PAST SALE,June-20-2025,Single Family Residential,14103 41st Ave SE,Mill Creek,WA,98012,900000,3,2.5,Mill Creek,1590,6534,2002,,566,17,Sold,,,https://www.redfin.com/WA/Mill-Creek/14103-41st-Ave-SE-98012/home/2889065,NWMLS as Distributed by MLS Grid,2365826,N,Y,47.8698723,-122.1769083
PAST SALE,June-26-2025,Single Family Residential,20011 29th Ave SE,Bothell,WA,98012,1185000,4,2.5,Thrashers Corner,2389,6098,1998,,496,38,Sold,,,https://www.redfin.com/WA/Bothell/20011-29th-Ave-SE-98012/home/2846201,NWMLS as Distributed by MLS Grid,2358834,N,Y,47.8161942,-122.1941195
PAST SALE,August-29-2025,Single Family Residential,3631 198th St SE,Bothell,WA,98012,1210000,3,2.5,North Creek,2142,3485,2015,,565,75,Sold,,,https://www.redfin.com/WA/Bothell/3631-198th-St-SE-98012/home/105199343,NWMLS as Distributed by MLS Grid,2402087,N,Y,47.8182447,-122.1835804
PAST SALE,August-27-2025,Single Family Residential,18606 34th Ave SE,Bothell,WA,98012,1550000,4,2.5,North Creek,2983,12632,1998,,520,50,Sold,,,https://www.redfin.com/WA/Bothell/18606-34th-Ave-SE-98012/home/2863652,NWMLS as Distributed by MLS Grid,2404582,N,Y,47.8285222,-122.18829
PAST SALE,May-29-2025,Mobile/Manufactured Home,1332 192nd St SE #55,Bothell,WA,98012,174950,2,2.0,North Bothell,1188,,2000,,147,,Sold,,,https://www.redfin.com/WA/Bothell/1332-192nd-St-SE-98012/unit-55/home/2877982,NWMLS as Distributed by MLS Grid,2355192,N,Y,47.823081,-122.215197
PAST SALE,April-16-2025,Single Family Residential,107 183rd St SW,Bothell,WA,98012,745000,3,1.0,Bothell,1044,12632,1971,,714,,Sold,,,https://www.redfin.com/WA/Bothell/107-183rd-St-SW-98012/home/2769554,NWMLS as Distributed by MLS Grid,2336058,N,Y,47.8322083,-122.234674
PAST SALE,September-9-2025,Single Family Residential,4114 174th St SE,Bothell,WA,98012,1245000,3,2.5,Mill Creek,2194,3920,2014,,567,41,Sold,,,https://www.redfin.com/WA/Bothell/4114-174th-St-SE-98012/home/69351825,NWMLS as Distributed by MLS Grid,2414872,N,Y,47.8397054,-122.1770983
PAST SALE,June-9-2025,Single Family Residential,15425 25th Ln SE,Mill Creek,WA,98012,1300000,3,2.5,Mill Creek Country Club,2840,10454,1977,,458,59,Sold,,,https://www.redfin.com/WA/Mill-Creek/15425-25th-Ln-SE-98012/home/2772519,NWMLS as Distributed by MLS Grid,2369639,N,Y,47.8574209,-122.1968208
PAST SALE,July-30-2025,Single Family Residential,15726 24th Dr SE,Mill Creek,WA,98012,1225000,3,2.5,Mill Creek Country Club,2446,7405,1977,,501,61,Sold,,,https://www.redfin.com/WA/Mill-Creek/15726-24th-Dr-SE-98012/home/2772458,NWMLS as Distributed by MLS Grid,2385025,N,Y,47.854738,-122.2002627
PAST SALE,June-30-2025,Single Family Residential,18121 46th Dr SE,Bothell,WA,98012,1165000,5,3.0,Bothell,2425,3485,2013,,480,55,Sold,,,https://www.redfin.com/WA/Bothell/18121-46th-Dr-SE-98012/home/54808784,NWMLS as Distributed by MLS Grid,2358178,N,Y,47.8330595,-122.1703432
PAST SALE,August-11-2025,Single Family Residential,15918 35th Dr SE,Bothell,WA,98012,1475000,4,2.5,Bothell,2989,7405,2006,,493,75,Sold,,,https://www.redfin.com/WA/Bothell/15918-35th-Dr-SE-98012/home/11875525,NWMLS as Distributed by MLS Grid,2386720,N,Y,47.8530613,-122.1863033
PAST SALE,May-28-2025,Single Family Residential,3921 171st St SE,Bothell,WA,98012,1885000,4,4.5,North Creek,3922,6534,2013,,481,67,Sold,,,https://www.redfin.com/WA/Bothell/3921-171st-St-SE-98012/home/54808961,NWMLS as Distributed by MLS Grid,2359951,N,Y,47.843191,-122.179178
PAST SALE,May-29-2025,Single Family Residential,228 171st Pl SE,Bothell,WA,98012,920000,3,2.5,Mill Creek,1799,12632,1981,,511,,Sold,,,https://www.redfin.com/WA/Bothell/228-171st-Pl-SE-98012/home/2786843,NWMLS as Distributed by MLS Grid,2368316,N,Y,47.842194,-122.2280436
PAST SALE,June-30-2025,Condo/Co-op,15433 Country Club Dr Unit F207,Mill Creek,WA,98012,390000,2,2.0,Mill Creek Country Club,978,,1991,,399,758,Sold,,,https://www.redfin.com/WA/Mill-Creek/15433-Country-Club-Dr-98012/unit-F207/home/2912187,NWMLS as Distributed by MLS Grid,2374605,N,Y,47.858339,-122.20834
PAST SALE,September-4-2025,Condo/Co-op,19610 2nd Dr SE,Bothell,WA,98012,1020000,4,2.5,Bothell,2225,54184,2013,,458,63,Sold,,,https://www.redfin.com/WA/Bothell/19610-2nd-Dr-SE-98012/home/59706697,NWMLS as Distributed by MLS Grid,2415062,N,Y,47.82034,-122.228716
PAST SALE,August-21-2025,Single Family Residential,18015 27th Dr SE,Bothell,WA,98012,850000,4,2.5,Mill Creek,1766,5227,1998,,481,25,Sold,,,https://www.redfin.com/WA/Bothell/18015-27th-Dr-SE-98012/home/2862005,NWMLS as Distributed by MLS Grid,2405607,N,Y,47.8344126,-122.1959318
PAST SALE,August-29-2025,Single Family Residential,1731 171st Pl SE,Bothell,WA,98012,775000,3,2.0,Bothell,1377,9586,1983,,563,,Sold,,,https://www.redfin.com/WA/Bothell/1731-171st-Pl-SE-98012/home/2791151,NWMLS as Distributed by MLS Grid,2408630,N,Y,47.8424156,-122.2085258
PAST SALE,August-13-2025,Single Family Residential,18515 42nd Ave SE,Bothell,WA,98012,1100000,4,2.5,Bothell,2541,3485,2007,,433,48,Sold,,,https://www.redfin.com/WA/Bothell/18515-42nd-Ave-SE-98012/home/12488876,NWMLS as Distributed by MLS Grid,2404209,N,Y,47.829492,-122.1757992
PAST SALE,September-22-2025,Townhouse,18910 Bothell Everett Hwy Unit K3,Bothell,WA,98012,350000,2,1.5,Bothell,904,,1988,,387,511,Sold,,,https://www.redfin.com/WA/Bothell/18910-Bothell-Everett-Hwy-98012/unit-K3/home/2826833,NWMLS as Distributed by MLS Grid,2401909,N,Y,47.826395,-122.2104
PAST SALE,August-29-2025,Single Family Residential,325 182ND Pl SE,Bothell,WA,98012,1465990,4,3.5,North Creek,3003,3444,2025,,488,139,Sold,,,https://www.redfin.com/WA/Bothell/325-182nd-Pl-SE-98012/home/195330104,NWMLS as Distributed by MLS Grid,2357769,N,Y,47.8321596,-122.227825
PAST SALE,July-10-2025,Single Family Residential,14611 46th Ave SE,Bothell,WA,98012,910000,4,2.5,Silver Firs,2162,7405,2009,,421,,Sold,,,https://www.redfin.com/WA/Bothell/14611-46th-Ave-SE-98012/home/12323006,NWMLS as Distributed by MLS Grid,2375141,N,Y,47.8649702,-122.1709132
PAST SALE,April-8-2025,Condo/Co-op,18930 Bothell Everett Hwy Unit U104,Bothell,WA,98012,400000,2,2.0,Thrashers Corner,939,552628,1998,,426,526,Sold,,,https://www.redfin.com/WA/Bothell/18930-Bothell-Everett-Hwy-98012/unit-U104/home/12177214,NWMLS as Distributed by MLS Grid,2334870,N,Y,47.8244928,-122.2079972
PAST SALE,May-12-2025,Single Family Residential,19319 1st Ave W,Bothell,WA,98012,840000,3,2.5,Bothell,1706,3219,2009,,492,83,Sold,,,https://www.redfin.com/WA/Bothell/19319-1st-Ave-W-98012/home/39593588,NWMLS as Distributed by MLS Grid,2347085,N,Y,47.8227977,-122.2341758
PAST SALE,June-6-2025,Condo/Co-op,15433 Country Club Dr Unit C105,Mill Creek,WA,98012,385000,2,1.0,Mill Creek Country Club,872,,1991,,442,543,Sold,,,https://www.redfin.com/WA/Mill-Creek/15433-Country-Club-Dr-98012/unit-C105/home/2912486,NWMLS as Distributed by MLS Grid,2364312,N,Y,47.858339,-122.20834
PAST SALE,May-30-2025,Condo/Co-op,2009 196th St SE Unit A302,Bothell,WA,98012,430000,2,2.0,Kennard Corner,939,,2000,,458,354,Sold,,,https://www.redfin.com/WA/Bothell/2009-196th-St-SE-98012/unit-A302/home/2887855,NWMLS as Distributed by MLS Grid,2344432,N,Y,47.821348,-122.204813
PAST SALE,May-28-2025,Single Family Residential,1129 207th Pl SE,Bothell,WA,98012,925000,4,3.0,Thrashers Corner,2312,8712,1977,,400,,Sold,,,https://www.redfin.com/WA/Bothell/1129-207th-Pl-SE-98012/home/2776485,NWMLS as Distributed by MLS Grid,2356312,N,Y,47.8100999,-122.2168605
